,22,Pajūrio,Klaipėdos miesto,Sulupės,Pajūrio,2703,,2703
,22,Pajūrio,Neringos,Kopų,Pajūrio,2184,,2184
,22,Pajūrio,Neringos,Pušų,Pajūrio,534,,534
,22,Pajūrio,Neringos,Smėlio,Pajūrio,1273,,1273
,22,Pajūrio,Palangos miesto,Aikštės,Pajūrio,1969,,1969
,22,Pajūrio,Palangos miesto,Ateities,Pajūrio,2755,,2755
,22,Pajūrio,Palangos miesto,Jūros,Pajūrio,1359,,1359
,22,Pajūrio,Palangos miesto,Kaštonų,Pajūrio,1592,,1592
,22,Pajūrio,Palangos miesto,Kauno,Pajūrio,1353,,1353
,22,Pajūrio,Palangos miesto,Saulės,Pajūrio,4038,,4038
,22,Pajūrio,Palangos miesto,Vilniaus,Pajūrio,968,,968
,23,Aušros,Šiaulių miesto,J. Basanavičiaus,Aušros,2668,,2668
,23,Aušros,Šiaulių miesto,J. Janonio,Aušros,2717,,2717
,23,Aušros,Šiaulių miesto,Jovaro,Aušros,3239,,3239
,23,Aušros,Šiaulių miesto,Kražių,Aušros,1988,,1988
,23,Aušros,Šiaulių miesto,M.K. Čiurlionio,Aušros,1526,,1526
,23,Aušros,Šiaulių miesto,Medelyno,Aušros,4121,,4121
,23,Aušros,Šiaulių miesto,Parko,Aušros,1553,,1553
,23,Aušros,Šiaulių miesto,Purienų,Aušros,2065,,2065
,23,Aušros,Šiaulių miesto,Ragainės,Aušros,1774,,1774
,23,Aušros,Šiaulių miesto,S. Šalkauskio,Saulės,,2444,2444
,23,Aušros,Šiaulių miesto,V. Kudirkos,Aušros,2127,,2127
,23,Aušros,Šiaulių miesto,Varpo,Aušros,2370,,2370
,23,Aušros,Šiaulių miesto,Vijolių,Aušros,2339,,2339
,24,Saulės,Šiaulių miesto,Gegužių,Saulės,2799,,2799
,24,Saulės,Šiaulių miesto,K. Donelaičio,Saulės,1569,,1569
,24,Saulės,Šiaulių miesto,Lieporių,Dainų,,3247,3247
,24,Saulės,Šiaulių miesto,Linkuvos,Saulės,2502,,2502
,24,Saulės,Šiaulių miesto,Pabalių,Saulės,1616,,1616
,24,Saulės,Šiaulių miesto,Rėkyvos,Saulės,3610,,3610
,24,Saulės,Šiaulių miesto,S. Dariaus ir S. Girėno,Saulės,2072,,2072
,24,Saulės,Šiaulių miesto,Šimšės,Saulės,3247,,3247
,24,Saulės,Šiaulių miesto,Tilžės,Saulės,3375,,3375
,24,Saulės,Šiaulių miesto,Verduliukų,Saulės,3266,,3266
,24,Saulės,Šiaulių miesto,Zoknių,Saulės,2226,,2226
,24,Saulės,Šiaulių miesto,Žaliūkių,Saulės,2268,,2268
,25,Dainų,Šiaulių miesto,Aido,Dainų,2186,,2186
,25,Dainų,Šiaulių miesto,Architektų,Dainų,2155,,2155
,25,Dainų,Šiaulių miesto,Beržyno,Dainų,2403,,2403
,25,Dainų,Šiaulių miesto,Dainų,Dainų,2311,,2311
,25,Dainų,Šiaulių miesto,Gytarių,Dainų,3237,,3237
,25,Dainų,Šiaulių miesto,Lyros,Dainų,2289,,2289
,25,Dainų,Šiaulių miesto,Romuvos,Dainų,3660,,3660
,25,Dainų,Šiaulių miesto,Senojo Bokšto,Dainų,2365,,2365
,25,Dainų,Šiaulių miesto,Šventupio,Dainų,3840,,3840
,25,Dainų,Šiaulių rajono,Aukštelkės,Dainų,1357,,1357
,25,Dainų,Šiaulių rajono,Gegužių,Dainų,812,,812
,25,Dainų,Šiaulių rajono,Kužių,Šiaulių kaimiškoji,,1590,1590
,25,Dainų,Šiaulių rajono,Vijolių,Šiaulių kaimiškoji,,1018,1018
,25,Dainų,Šiaulių rajono,Voveriškių,Dainų,850,,850
,26,Nevėžio,Panevėžio miesto,Danutės,Nevėžio,2138,,2138
,26,Nevėžio,Panevėžio miesto,Geležinkelio,Nevėžio,3576,,3576
,26,Nevėžio,Panevėžio miesto,J. Balčikonio,Nevėžio,2059,,2059
